Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Annual Leave Entitlement (days),Ethnicity,Tenure (Years),Age (Years),Age Band,Tenure Band,Salary Band,Performance Review Year,Performance Rating,Projects Handled,Project Target,Working Hours,Overtime,Team Size,Potential Rating,Satisfaction Score,Incentive Amount ($),Bonus ($),Incentive Amount ($) Band,Bonus ($) Band,Satisfaction Score Band,Team Size Band,Performance Rating Band,Projects Handled Band,Project Target Band,Working Hours Band,Overtime Band,Resignation Probability,Resignation Prediction
-1.7118438123206883,Mitchell Byrne-Bond,4/9/1997,0,4,6/25/2020,6,14,0,1,3,1.0733953307351476,-0.12759756086745408,0,0,-0.4270744540658987,-1.3673967065639034,0.48927361520292906,13,0.2203263246196159,-1.067296862023173,26-35,4-6 Years,3,0.12627382177005528,3,-0.03877406928570059,-0.23645988270888255,0.6865748527277579,1.0843099576386437,14,High,3,0.018797955933794994,0.12481756573578186,3,0,Medium,15-Nov,Average,41-60,41-60,3,4,0.0025689275341177764,0
-1.7099193111263986,George Townsend,4/25/1966,1,0,6/2/2022,6,14,0,1,3,1.0733953307351476,-0.12759756086745408,1,0,1.8407506535995728,-1.3673967065639034,-0.8868084275553104,16,-0.9999425501967182,1.2000029781143784,56-66,1-3 Years,0,0.12627382177005528,3,-1.3389037422016605,-1.3083130505222613,0.16901890500751268,-0.7697039438181423,12,High,4,-0.9082023266212244,-0.9349104524317682,2,3,High,15-Nov,Average,21-40,21-40,3,1,5.666459672859172e-05,0
-1.707994809932109,Victoria English,8/17/1968,1,1,11/7/2018,6,14,0,0,0,-1.3172924776544241,1.0586787032870026,0,1,-1.3414117880320722,0.06860916964089601,0.48927361520292906,2,1.44059519943595,1.053725569073246,56-66,4-6 Years,2,0.12627382177005528,4,1.024968390372812,0.9374745391819608,-0.9307874838980082,0.4913837734448365,9,Moderate,5,1.4313537311484994,1.9714032506218269,0,0,Very High,10-Jun,Good,61-80,61-80,2,2,0.00010738033785298451,0
-1.7060703087378193,Francis Smith-Roberts,1/30/2005,1,3,3/5/2018,5,12,1,1,3,1.0733953307351476,-0.12759756086745408,0,0,-0.6525999428170752,-0.6493937684615038,0.48927361520292906,16,-0.38980811278855115,-1.6524064981877027,18-25,1-3 Years,3,-1.4521489503570713,2,0.5521939638579175,0.7843526580657638,-0.7908856417798799,0.11377398487604777,10,High,3,-0.27376437532875697,-0.27095896572390676,3,3,Medium,10-Jun,Below Average,41-60,61-80,2,2,0.5663727436631734,1
-1.7041458075435296,Bachittar Dhaliwal,4/19/1987,0,2,9/8/2019,5,11,1,0,2,-0.8860176351143089,0.8849170330062535,1,0,-0.852552764325805,-1.3673967065639034,0.48927361520292906,6,-0.38980811278855115,-0.33590981681751136,36-45,1-3 Years,3,-1.4521489503570713,2,-0.03877406928570059,0.06978387952351137,-0.9590913247889592,-0.9255485906072635,11,High,3,-0.41931895937179126,-0.41106765029602965,3,3,Medium,15-Nov,Below Average,41-60,41-60,2,1,0.0199673421155194,0
-1.70222130634924,Amanda Lewis,11/12/1992,0,4,3/25/2020,6,0,2,0,0,-1.3172924776544241,1.0586787032870026,0,0,-0.7120127052539169,0.7866121077432958,0.48927361520292906,3,-0.9999425501967182,-0.7016033394203423,26-35,1-3 Years,3,-3.030571722484198,4,-1.3389037422016605,-1.2572724234835289,0.6340105767874205,-2.1884276249329004,16,Low,3,-0.8438075605627908,-0.591525468918985,2,3,Medium,16-20,Good,21-40,21-40,3,0,0.9939129654115703,1
-1.70029680515495,Louise Carter,2/24/1976,0,2,6/23/2019,6,14,0,1,3,1.0733953307351476,-0.12759756086745408,0,0,1.718163967017022,1.5046150458456953,-0.8868084275553104,16,0.830460762027783,0.4686159329087166,46-55,4-6 Years,0,0.12627382177005528,3,0.49309716054355573,0.5291495228721023,2.029794273295456,-0.02379922056538344,15,Low,5,0.5680203239076573,0.5085428739256624,3,0,Very High,15-Nov,Average,41-60,61-80,4,1,6.786058091095736e-05,0
-1.6983723039606604,Cheryl Hayward,3/8/1962,0,1,12/9/2018,6,13,1,1,3,1.0733953307351476,-0.12759756086745408,0,0,0.25624939373718586,0.7866121077432958,0.48927361520292906,1,1.44059519943595,1.4925577961966432,56-66,4-6 Years,4,0.12627382177005528,3,1.2613556036302593,1.2437183014143547,0.5127084015404879,-0.34695294721388414,7,High,4,0.591763177392974,0.765314094873567,3,0,High,10-Jun,Average,61-80,61-80,3,1,4.8884870742605096e-05,0
-1.6964478027663707,Charles Allen,12/22/1965,0,3,8/4/2021,4,8,1,2,4,-0.10659346709357256,-1.7308805949637334,1,1,0.1785438591371895,-0.6493937684615038,-0.8868084275553104,15,-0.38980811278855115,1.2731416826349446,56-66,1-3 Years,4,0.12627382177005528,3,-0.6297421024293187,-0.44062239086381183,0.8065292233318986,-0.6084853436914653,13,Moderate,4,-0.1835897090259002,-0.17618992542362996,3,3,High,15-Nov,Average,21-40,41-60,3,1,0.0001945854277020843,0
-1.694523301572081,Kristin Ochoa,2/11/1969,2,4,9/28/2022,2,7,0,2,4,-0.10659346709357256,-1.7308805949637334,0,0,0.5418925519400545,0.06860916964089601,-0.19876740617619065,15,-1.6100769876048853,0.9805868645526798,46-55,1-3 Years,4,1.7046965938971819,4,1.9114204400882393,1.4478808095692839,1.0880272886992501,-0.35974807431042627,9,Moderate,3,2.9548788068059353,3.215744909471931,1,1,Medium,10-Jun,Good,61-80,61-80,3,1,0.9975311216955529,1
-1.6925988003777914,Eshana Gupta,1/26/1968,0,4,11/25/2021,0,4,2,0,2,-0.8860176351143089,0.8849170330062535,0,0,-0.33704817257670994,0.06860916964089601,0.48927361520292906,6,-0.38980811278855115,1.053725569073246,56-66,1-3 Years,3,0.12627382177005528,3,-0.6888389057436806,-0.49166301790254413,2.024942186285579,-0.6514769703919125,7,Low,4,-0.5429687449743582,-0.4926732838924244,2,3,High,10-Jun,Average,21-40,41-60,4,1,0.00016976216716976466,0
-1.6906742991835018,Carly Pearce,2/27/1963,1,0,12/14/2021,6,14,0,1,3,1.0733953307351476,-0.12759756086745408,1,1,-0.6313897424443108,-1.3673967065639034,1.1773146365820488,1,-0.38980811278855115,1.419419091676077,56-66,1-3 Years,3,0.12627382177005528,3,-0.7479357090580423,-0.8489474071736703,1.1084368648932488,-0.6299811570416889,12,Low,3,-0.3021992439712952,-0.40478656682280373,3,3,Medium,15-Nov,Average,21-40,21-40,3,1,0.000142031051659196,0
-1.6887497979892119,Dr Amelia Doyle,8/22/1984,1,4,6/22/2022,6,0,2,1,3,1.0733953307351476,-0.12759756086745408,1,0,1.1336385768879307,-1.3673967065639034,-1.91886995962399,16,-0.9999425501967182,-0.1164937032558128,36-45,1-3 Years,0,0.12627382177005528,2,-1.2798069388872986,-1.2572724234835289,1.3375631932196286,-0.952418357295043,17,High,5,-1.146777682143399,-1.246489192073468,2,2,Very High,16-20,Below Average,21-40,21-40,3,1,0.0006203005431271981,0
-1.6868252967949222,Martine Scheibe,6/21/1960,1,3,12/4/2021,3,9,0,1,1,1.1604047359185716,0.04982189103127102,0,0,-1.0476586766953873,0.7866121077432958,0.48927361520292906,7,-0.38980811278855115,1.6388352052377755,56-66,1-3 Years,2,0.12627382177005528,3,-0.6888389057436806,-0.5937442719800088,0.6178369534211627,0.8030730670230788,10,High,3,-0.5025655720440625,-0.6278266957384748,3,3,Medium,10-Jun,Average,21-40,21-40,3,2,0.0014541452540767538,0
-1.6849007956006326,Maurice Dunn,12/23/1973,1,3,6/8/2019,5,12,1,1,3,1.0733953307351476,-0.12759756086745408,0,1,-0.6113825668005949,0.7866121077432958,0.48927361520292906,16,0.830460762027783,0.6880320464704152,46-55,4-6 Years,3,0.12627382177005528,3,0.49309716054355573,0.12082450656224368,-1.0076121948877321,-0.4537154875698556,12,High,4,0.35368006453238277,0.390818808014784,3,0,High,15-Nov,Average,41-60,41-60,2,1,0.0006089725731846503,0
-1.6829762944063429,Dipl.-Ing. Niels Süßebier,10/8/1960,0,4,8/18/2021,2,15,2,1,1,1.1604047359185716,0.04982189103127102,0,0,-0.9055641754055666,-0.6493937684615038,0.48927361520292906,7,-0.38980811278855115,1.6388352052377755,56-66,1-3 Years,3,0.12627382177005528,4,-0.6888389057436806,-0.7468661530962057,-1.6276010932898795,-1.5614664021463927,8,Moderate,5,0.08943215955900309,0.17576217404667407,3,0,Very High,10-Jun,Good,21-40,21-40,2,3,0.0008321450879124801,0
-1.6810517932120532,Kabir Gaba,4/27/1962,0,3,2/25/2018,5,12,1,0,2,-0.8860176351143089,0.8849170330062535,1,0,-0.3092849477325588,0.7866121077432958,0.48927361520292906,10,1.44059519943595,1.4925577961966432,56-66,4-6 Years,3,0.12627382177005528,2,1.1431619970015356,1.14163704733689,0.2795386673725436,0.26567773326748867,11,Low,4,0.34048639021472626,0.5657024954067663,3,0,High,15-Nov,Below Average,61-80,61-80,3,2,7.702817812038725e-05,0
-1.6791272920177636,Olga Wähner-Söding,12/22/1968,1,1,11/14/2018,4,10,0,1,1,1.1604047359185716,0.04982189103127102,1,1,1.6482314723215221,0.06860916964089601,-1.91886995962399,7,1.44059519943595,1.053725569073246,56-66,4-6 Years,0,0.12627382177005528,2,1.1431619970015356,1.0905964202981577,0.05984694728527346,-0.3433703130885681,14,Moderate,4,0.4790841191948486,0.4045305982336849,3,0,High,15-Nov,Below Average,61-80,61-80,3,1,2.499547025735104e-05,0
-1.6772027908234737,Robert Zamora,8/13/1980,1,1,12/20/2022,2,7,0,0,0,-1.3172924776544241,1.0586787032870026,0,0,0.7214793209826929,-1.3673967065639034,-0.8868084275553104,2,-0.9999425501967182,0.17606111482645193,36-45,1-3 Years,4,0.12627382177005528,2,-1.3980005455160223,-1.5124755586771905,1.4992994268822053,-0.7159644104425833,10,Low,3,-1.2913739639835633,-1.4338029058058737,2,2,Medium,10-Jun,Below Average,20-Oct,21-40,4,1,0.0005482843024174355,0
-1.675278289629184,Stephen Parker,10/26/1983,0,3,2/28/2021,4,8,1,2,4,-0.10659346709357256,-1.7308805949637334,0,1,-0.8984554305891389,1.5046150458456953,0.48927361520292906,0,-0.38980811278855115,-0.04335499873524662,36-45,1-3 Years,3,0.12627382177005528,2,-0.7479357090580423,-0.8489474071736703,1.5181686514472357,0.6597676439717275,8,High,5,-1.0430899074552622,-1.0133667349178148,2,2,Very High,10-Jun,Below Average,21-40,21-40,4,2,0.0003010372710536311,0
-1.6733537884348944,Adya Munshi,10/17/2006,1,3,3/14/2021,2,3,1,0,2,-0.8860176351143089,0.8849170330062535,1,0,1.9012238846143108,0.7866121077432958,-1.91886995962399,6,-0.38980811278855115,-1.7255452027082687,18-25,1-3 Years,0,0.12627382177005528,3,-0.7479357090580423,-0.7979067801349381,-1.961855973496934,-2.005713211456,9,High,5,-0.6666316221370736,-0.7116214587080766,2,3,Very High,10-Jun,Average,21-40,21-40,1,3,0.005026096498174714,0
-1.6714292872406047,Alex Evans,6/29/1977,1,4,8/17/2018,2,15,2,2,4,-0.10659346709357256,-1.7308805949637334,0,0,-1.2084785914908098,-0.6493937684615038,0.48927361520292906,4,1.44059519943595,0.39547722838815047,46-55,4-6 Years,2,0.12627382177005528,3,1.2022588003158974,1.0395557932594255,0.6582710118368069,1.1040144539262093,14,Low,4,0.8760464060176156,1.3353532528769037,0,0,High,15-Nov,Average,61-80,61-80,3,4,7.845468813698793e-05,0
-1.669504786046315,Ati Datta,4/16/1990,0,1,2/18/2020,4,10,0,0,2,-0.8860176351143089,0.8849170330062535,1,0,-0.6068410759271408,0.7866121077432958,0.48927361520292906,10,0.2203263246196159,-0.5553259303792099,26-35,4-6 Years,3,0.12627382177005528,3,0.07941953734302304,-0.032297374553953276,1.4709955859912545,0.5522885772206094,12,Moderate,4,0.3687510685753344,0.7377936113246775,3,0,High,15-Nov,Average,41-60,41-60,4,2,0.00010930333668388056,0
-1.6675802848520254,Hemal Kale,8/21/2005,0,3,9/24/2021,1,6,2,0,2,-0.8860176351143089,0.8849170330062535,0,1,-0.5038724364245529,0.7866121077432958,0.48927361520292906,11,-0.38980811278855115,-1.6524064981877027,18-25,1-3 Years,3,0.12627382177005528,3,-0.6297421024293187,-0.5937442719800088,0.07602057065153112,-1.0957237797015198,11,High,3,-0.3522718432272717,-0.3102377608659077,3,3,Medium,15-Nov,Average,21-40,21-40,3,3,0.015567974916980918,0
-1.6656557836577355,Mirjana Gierschner,6/22/1990,0,4,9/5/2018,1,6,2,1,1,1.1604047359185716,0.04982189103127102,0,1,-0.01777585255426034,-0.6493937684615038,-0.8868084275553104,7,1.44059519943595,-0.5553259303792099,26-35,4-6 Years,3,0.12627382177005528,3,1.320452406944621,1.0905964202981577,-0.4927518483662597,-0.3648661264387917,10,Moderate,5,1.083356497593146,1.642718909529725,0,0,Very High,10-Jun,Average,61-80,61-80,2,1,0.0004148716161028781,0
-1.6637312824634458,Wayne Arnold,3/22/1966,0,3,11/15/2022,4,8,1,1,3,1.0733953307351476,-0.12759756086745408,1,0,-0.8786189908008716,-0.6493937684615038,0.48927361520292906,16,-0.9999425501967182,1.2000029781143784,56-66,1-3 Years,3,0.12627382177005528,4,-1.2207101355729368,-1.3083130505222613,-0.0088909520213216,-1.167376490797279,12,Low,5,-0.05096958640958218,-0.1551861760953841,3,3,Very High,15-Nov,Good,21-40,21-40,3,3,0.0001463162665906212,0
-1.6618067812691562,Jane Allen,1/26/1966,1,4,12/10/2020,2,3,1,0,0,-1.3172924776544241,1.0586787032870026,1,0,-0.02245575550470406,-0.6493937684615038,0.48927361520292906,3,0.2203263246196159,1.2000029781143784,56-66,4-6 Years,3,0.12627382177005528,2,0.02032273402866122,0.22290576063970832,0.5248386190651813,-0.8019476638434778,10,High,4,-0.7143896335587955,-0.6866380747949363,2,3,High,10-Jun,Below Average,41-60,41-60,3,1,0.00011662601575777135,0
-1.6598822800748665,Susana Warmer,10/17/1986,1,3,12/25/2022,5,12,1,1,1,1.1604047359185716,0.04982189103127102,1,0,-0.11122721133782765,0.7866121077432958,0.48927361520292906,7,-1.6100769876048853,-0.26277111229694516,36-45,1-3 Years,3,0.12627382177005528,2,-1.3389037422016605,-1.2572724234835289,0.7997902162915614,-1.4038304376497388,13,Low,5,-1.3709313750059877,-1.4587488498806391,2,2,Very High,15-Nov,Below Average,21-40,21-40,3,3,0.9984360379522532,1
-1.6579577788805768,Laura Barber,3/17/1987,0,3,7/26/2019,5,12,1,2,4,-0.10659346709357256,-1.7308805949637334,1,0,-0.5812837417590913,1.5046150458456953,0.48927361520292906,15,-0.38980811278855115,-0.33590981681751136,36-45,1-3 Years,3,1.7046965938971819,3,1.675033226830792,2.1624495881115364,1.3329421545063493,1.0159839801038846,13,Moderate,3,3.425701057674501,2.2739964290535815,4,0,Medium,15-Nov,Average,61-80,Above 80,3,2,0.8960673974213378,1
-1.6560332776862872,David Hansen,10/27/2003,0,3,9/24/2019,2,15,2,2,4,-0.10659346709357256,-1.7308805949637334,1,0,1.4508384454222758,0.7866121077432958,-0.8868084275553104,15,0.830460762027783,-1.5061290891465702,18-25,4-6 Years,0,0.12627382177005528,2,0.3749035539148321,0.6822714039882992,-1.1952262259363213,-0.9137258932646406,12,High,4,-0.18103161817288374,-0.15922967863985932,3,3,High,15-Nov,Below Average,41-60,61-80,2,1,0.009999338844120043,0
-1.6541087764919973,Burkhard Dowerg-Ullrich,4/20/1991,0,4,3/25/2021,2,7,0,1,1,1.1604047359185716,0.04982189103127102,0,0,-0.8894238353618319,1.5046150458456953,1.1773146365820488,12,-0.38980811278855115,-0.6284646348997761,26-35,1-3 Years,3,0.12627382177005528,1,-0.5706452991149569,-0.5427036449412764,-2.0966361709113515,1.0251964709255288,8,Low,2,-1.330214004632128,-1.445715381439352,2,2,Low,10-Jun,Poor,21-40,21-40,1,2,0.8171772071356501,1
-1.6521842752977076,Jay Mendoza,6/5/1973,0,2,10/4/2020,4,8,1,2,4,-0.10659346709357256,-1.7308805949637334,1,1,-1.020277121081499,-1.3673967065639034,1.1773146365820488,0,0.2203263246196159,0.6880320464704152,46-55,4-6 Years,2,0.12627382177005528,2,0.02032273402866122,0.12082450656224368,-0.4091881303361987,-1.3178471842488444,5,High,4,-0.7660855862731857,-0.9952634718918967,2,2,High,5-Jan,Below Average,41-60,41-60,2,3,0.26724431942161864,0
-1.650259774103418,Lee Williamson,9/15/1982,0,3,11/14/2018,0,4,2,1,3,1.0733953307351476,-0.12759756086745408,0,0,-1.344593193765762,1.5046150458456953,1.5213351472716086,16,0.2203263246196159,0.02978370578531956,36-45,4-6 Years,2,-3.030571722484198,1,-0.21606447922878602,-0.2875005097476149,-1.1450879935009224,1.1756671643770942,16,Low,2,-0.9666692342444181,-1.2359465740558195,2,2,Low,16-20,Poor,21-40,41-60,2,4,0.31165169173062535,0
-1.6483352729091283,Alexandra Scott,4/27/1972,0,3,11/15/2021,2,15,2,1,3,1.0733953307351476,-0.12759756086745408,1,0,-0.3479533037323758,-1.3673967065639034,0.48927361520292906,16,-0.38980811278855115,0.7611707509909814,46-55,1-3 Years,3,0.12627382177005528,2,-0.8070325123724041,-1.0531099153285997,-0.5547507406325176,1.7130624981326843,15,High,3,-0.7410676148294055,-0.9769972354518769,2,2,Medium,15-Nov,Below Average,21-40,21-40,2,4,0.04765699219238444,0
-1.6464107717148386,Caroline Austin,6/9/1983,0,3,9/20/2022,6,14,0,2,4,-0.10659346709357256,-1.7308805949637334,0,1,-1.0436869960191224,0.06860916964089601,1.1773146365820488,14,-0.9999425501967182,-0.04335499873524662,36-45,1-3 Years,2,0.12627382177005528,1,-1.2798069388872986,-1.4614349316384583,-0.8903534254823641,0.46630532381971507,18,High,2,-1.3901759684242803,-1.6097437180460847,2,2,Low,16-20,Poor,21-40,21-40,2,2,0.20003346234035232,0
-1.644486270520549,Ing. Trudi Stoll B.Eng.,4/11/1982,0,4,1/20/2019,4,8,1,1,1,1.1604047359185716,0.04982189103127102,0,0,-1.2003541340974284,-1.3673967065639034,1.1773146365820488,8,0.830460762027783,0.02978370578531956,36-45,4-6 Years,2,0.12627382177005528,3,0.9067747837440884,0.6312307769495669,0.16335813682932213,-0.15707326333676955,11,High,5,0.6605409977891246,0.9940781143737102,3,0,Very High,15-Nov,Average,41-60,61-80,3,1,9.902592525281345e-05,0
-1.642561769326259,Dr Ronald Davies,6/1/1964,1,4,6/8/2018,6,14,0,1,3,1.0733953307351476,-0.12759756086745408,1,0,1.979470635299783,-1.3673967065639034,-1.91886995962399,16,0.2203263246196159,1.346280387155511,56-66,4-6 Years,0,0.12627382177005528,3,1.1431619970015356,1.2437183014143547,-1.6019928535977013,-0.36844876056410775,11,Moderate,3,1.149196571891974,1.3307525574436747,0,0,Medium,15-Nov,Average,61-80,61-80,2,1,0.04596068129403046,0
-1.6406372681319694,Daksha Bains,4/8/1991,0,0,11/18/2019,2,15,2,0,2,-0.8860176351143089,0.8849170330062535,0,0,-1.1051775972404794,-1.3673967065639034,1.1773146365820488,11,0.830460762027783,-0.6284646348997761,26-35,4-6 Years,2,0.12627382177005528,3,0.49309716054355573,0.37602764175590525,0.29112976142275726,0.11377398487604777,11,Low,4,0.2442189118187585,0.7859742786261383,3,0,High,15-Nov,Average,41-60,41-60,3,2,6.788685846013245e-05,0
-1.6387127669376798,Darryl Barnes,8/10/1964,1,3,6/24/2018,6,14,0,2,4,-0.10659346709357256,-1.7308805949637334,1,0,2.042401302292219,-1.3673967065639034,-1.91886995962399,15,1.44059519943595,1.346280387155511,56-66,4-6 Years,0,0.12627382177005528,3,1.2022588003158974,0.9885151662206931,0.976352268677604,-0.42577093021456464,17,High,4,1.0406727748849824,1.2485611004938864,0,0,High,16-20,Average,61-80,61-80,3,1,5.649231711154623e-05,0
-1.63678826574339,Emily Allen,8/27/1995,0,1,3/13/2020,5,11,1,2,4,-0.10659346709357256,-1.7308805949637334,1,0,2.4357120656892617,0.7866121077432958,-1.91886995962399,15,0.2203263246196159,-0.9210194529820408,26-35,4-6 Years,1,0.12627382177005528,4,-0.03877406928570059,-0.2875005097476149,-0.018999466625232636,0.7350029906975102,10,Moderate,5,1.2853147593799705,1.440442474508014,0,0,Very High,10-Jun,Good,41-60,41-60,3,2,0.00011811926727712449,0
-1.6348637645491004,Michelle Byrne,7/22/1975,0,1,1/11/2019,2,15,2,1,3,1.0733953307351476,-0.12759756086745408,1,0,-0.7305433472739342,-0.6493937684615038,1.1773146365820488,5,0.830460762027783,0.5417546374292829,46-55,4-6 Years,3,0.12627382177005528,2,0.6112907671722794,0.7843526580657638,0.46095280676846273,-0.2602531674178431,11,High,3,-0.5557408710552331,-0.6563228174285419,2,3,Medium,15-Nov,Below Average,41-60,61-80,3,1,0.0001372129906524079,0
-1.6329392633548108,Dr. Sofie Binner B.Sc.,6/11/1988,0,3,11/27/2020,5,12,1,1,1,1.1604047359185716,0.04982189103127102,1,0,0.38570115357547485,0.06860916964089601,-0.19876740617619065,8,0.2203263246196159,-0.4090485213380775,36-45,4-6 Years,4,0.12627382177005528,3,0.07941953734302304,-0.032297374553953276,0.3125598123830494,0.6973853173346188,14,Low,4,-0.13281016552190492,0.17218336596673287,3,0,High,15-Nov,Average,41-60,41-60,3,2,0.00019449976729591365,0
-1.6310147621605209,Matthew Griffin,7/18/1962,1,0,4/29/2022,2,7,0,2,4,-0.10659346709357256,-1.7308805949637334,0,1,-0.9606169574172229,-1.3673967065639034,1.1773146365820488,15,-0.9999425501967182,1.4925577961966432,56-66,1-3 Years,2,0.12627382177005528,2,-1.2207101355729368,-1.3083130505222613,2.109853708958432,0.8102383374232928,14,High,3,-0.9734977920178748,-1.12579416487038,2,2,Medium,15-Nov,Below Average,21-40,21-40,4,2,0.0001193738604965148,0
