Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Years at Company,Current Employment Status,Annual Leave Entitlement (days),Ethnicity,Image URL
1012,George Townsend,4/25/1966,Male,Associate's,6/2/2022,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,117455.99,0,2,Active,18,White British,https://randomuser.me/api/portraits/men/45.jpg
1013,Victoria English,8/17/1968,Male,Bachelor's,11/7/2018,Sales,Sales Representative,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,40667.73,2,10,Active,22,BD-Tribal,https://randomuser.me/api/portraits/women/59.jpg
1014,Francis Smith-Roberts,1/30/2005,Male,High School,3/5/2018,R&D,Research Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,57289.34,1,2,Resigned,22,White British,https://randomuser.me/api/portraits/women/92.jpg
1015,Bachittar Dhaliwal,4/19/1987,Female,Doctorate,9/8/2019,R&D,R&D Engineer,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,52464.31,0,1,Resigned,22,Dravidian,https://randomuser.me/api/portraits/women/17.jpg
1016,Amanda Lewis,11/12/1992,Female,Master's,3/25/2020,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,55855.66,3,5,Resigned,22,Bengali,https://randomuser.me/api/portraits/women/75.jpg
1017,Louise Carter,2/24/1976,Female,Doctorate,6/23/2019,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,114497.87,4,5,Active,18,White British,https://randomuser.me/api/portraits/men/44.jpg
1018,Cheryl Hayward,3/8/1962,Female,Bachelor's,12/9/2018,Sales,Sales Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,79220.64,3,7,Active,22,Asian British,https://randomuser.me/api/portraits/men/44.jpg
1019,Charles Allen,12/22/1965,Female,High School,8/4/2021,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,77345.54,1,8,Active,18,White,https://randomuser.me/api/portraits/men/34.jpg
1020,Kristin Ochoa,2/11/1969,Other,Master's,9/28/2022,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,86113.45,2,2,Resigned,20,White,https://randomuser.me/api/portraits/women/9.jpg
1021,Eshana Gupta,1/26/1968,Female,Master's,11/25/2021,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,64903.87,2,3,Active,22,Dravidian,https://randomuser.me/api/portraits/women/25.jpg
1022,Carly Pearce,2/27/1963,Male,Associate's,12/14/2021,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Part-time,57801.16,0,6,Active,24,Asian British,https://randomuser.me/api/portraits/men/83.jpg
1023,Dr Amelia Doyle,8/22/1984,Male,Master's,6/22/2022,Sales,Account Executive,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,100392.78,0,9,Active,15,White British,https://randomuser.me/api/portraits/men/10.jpg
1024,Martine Scheibe,6/21/1960,Male,High School,12/4/2021,Marketing,Marketing Coordinator,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,47756.24,3,5,Active,22,German,https://randomuser.me/api/portraits/women/9.jpg
1025,Maurice Dunn,12/23/1973,Male,High School,6/8/2019,R&D,Research Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Part-time,58283.95,3,6,Active,22,White British,https://randomuser.me/api/portraits/women/57.jpg
1026,Dipl.-Ing. Niels Süßebier,10/8/1960,Female,Master's,8/18/2021,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,51185.1,1,9,Active,22,German,https://randomuser.me/api/portraits/men/98.jpg
1027,Kabir Gaba,4/27/1962,Female,High School,2/25/2018,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,65573.82,3,9,Active,22,India-Tribal,https://randomuser.me/api/portraits/men/22.jpg
1028,Olga Wähner-Söding,12/22/1968,Male,Bachelor's,11/14/2018,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Part-time,112810.34,2,7,Active,15,German,https://randomuser.me/api/portraits/men/33.jpg
1029,Robert Zamora,8/13/1980,Male,Bachelor's,12/20/2022,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,90447.03,0,9,Active,18,BD-Tribal,https://randomuser.me/api/portraits/women/13.jpg
1030,Stephen Parker,10/26/1983,Female,High School,2/28/2021,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,51356.64,4,2,Active,22,Asian,https://randomuser.me/api/portraits/men/2.jpg
1031,Adya Munshi,10/17/2006,Male,High School,3/14/2021,IT,Data Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,118915.26,3,10,Active,15,Dravidian,https://randomuser.me/api/portraits/women/43.jpg
1032,Alex Evans,6/29/1977,Male,Master's,8/17/2018,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,43875.52,1,2,Active,22,Black,https://randomuser.me/api/portraits/men/41.jpg
1033,Ati Datta,4/16/1990,Female,Bachelor's,2/18/2020,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,58393.54,3,5,Active,22,India-Tribal,https://randomuser.me/api/portraits/women/48.jpg
1034,Hemal Kale,8/21/2005,Female,High School,9/24/2021,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Part-time,60878.26,3,5,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/45.jpg
1035,Mirjana Gierschner,6/22/1990,Female,Master's,9/5/2018,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Part-time,72608.18,1,10,Active,18,German,https://randomuser.me/api/portraits/women/42.jpg
1036,Wayne Arnold,3/22/1966,Female,High School,11/15/2022,Operations,Logistics Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,51835.31,1,8,Active,22,White British,https://randomuser.me/api/portraits/men/61.jpg
1037,Jane Allen,1/26/1966,Male,Master's,12/10/2020,IT,Data Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,72495.25,1,7,Active,22,Bengali,https://randomuser.me/api/portraits/men/67.jpg
1038,Susana Warmer,10/17/1986,Male,High School,12/25/2022,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,70353.12,3,3,Active,22,German,https://randomuser.me/api/portraits/women/46.jpg
1039,Laura Barber,3/17/1987,Female,High School,7/26/2019,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,59010.26,4,7,Resigned,22,White,https://randomuser.me/api/portraits/women/78.jpg
1040,David Hansen,10/27/2003,Female,High School,9/24/2019,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,108047.08,3,7,Active,18,White,https://randomuser.me/api/portraits/men/49.jpg
1041,Burkhard Dowerg-Ullrich,4/20/1991,Female,Master's,3/25/2021,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,51574.58,4,9,Active,24,Turkish,https://randomuser.me/api/portraits/men/60.jpg
1042,Jay Mendoza,6/5/1973,Female,Doctorate,10/4/2020,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,48416.98,0,3,Active,24,Asian,https://randomuser.me/api/portraits/women/12.jpg
1043,Lee Williamson,9/15/1982,Female,High School,11/14/2018,Finance,Financial Analyst,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,40590.96,4,3,Resigned,25,White British,https://randomuser.me/api/portraits/men/34.jpg
1044,Alexandra Scott,4/27/1972,Female,High School,11/15/2021,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,64640.72,0,9,Active,22,White British,https://randomuser.me/api/portraits/women/54.jpg
1045,Caroline Austin,6/9/1983,Female,High School,9/20/2022,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,47852.08,2,3,Active,24,USA-Other,https://randomuser.me/api/portraits/women/3.jpg
1046,Ing. Trudi Stoll B.Eng.,4/11/1982,Female,Master's,1/20/2019,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,44071.57,0,5,Active,24,Germany-Other,https://randomuser.me/api/portraits/women/87.jpg
1047,Dr Ronald Davies,6/1/1964,Male,Master's,6/8/2018,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,120803.42,0,3,Resigned,15,White British,https://randomuser.me/api/portraits/men/60.jpg
1048,Daksha Bains,4/8/1991,Female,Associate's,11/18/2019,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,46368.26,0,7,Active,24,Indo-Aryan,https://randomuser.me/api/portraits/women/2.jpg
1049,Darryl Barnes,8/10/1964,Male,High School,6/24/2018,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,122321.99,0,4,Active,15,White,https://randomuser.me/api/portraits/men/32.jpg
1050,Emily Allen,8/27/1995,Female,Bachelor's,3/13/2020,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,131812.91,3,9,Active,15,White,https://randomuser.me/api/portraits/men/63.jpg
1051,Michelle Byrne,7/22/1975,Female,Bachelor's,1/11/2019,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,55408.5,1,10,Active,24,Black British,https://randomuser.me/api/portraits/men/85.jpg
1052,Dr. Sofie Binner B.Sc.,6/11/1988,Female,High School,11/27/2020,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,82344.42,2,10,Active,20,Germany-Other,https://randomuser.me/api/portraits/men/53.jpg
1053,Matthew Griffin,7/18/1962,Male,Associate's,4/29/2022,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,49856.63,0,9,Active,24,White,https://randomuser.me/api/portraits/women/71.jpg
1054,Maya Aurora,5/25/1998,Male,High School,2/24/2021,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Part-time,71005.46,0,6,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/men/24.jpg
1055,Richard Molina,5/3/1988,Male,Bachelor's,5/9/2022,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,32229.03,3,6,Resigned,25,Bengali,https://randomuser.me/api/portraits/women/56.jpg
1056,Alicia Bonbach,5/29/1977,Female,Bachelor's,1/26/2022,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,56844.42,3,5,Active,24,German,https://randomuser.me/api/portraits/women/17.jpg
1057,Annelore Freudenberger,3/2/2006,Male,Bachelor's,6/11/2022,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Remote,Part-time,31007.25,0,2,Active,25,German,https://randomuser.me/api/portraits/women/14.jpg
1058,Jörn Beyer B.Sc.,11/25/1972,Female,High School,8/13/2020,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,70751.78,1,8,Resigned,20,Germany-Other,https://randomuser.me/api/portraits/men/53.jpg
1059,Stjepan Klemm,5/13/1964,Male,Bachelor's,6/18/2021,Marketing,Content Strategist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,62434.63,3,5,Active,20,German,https://randomuser.me/api/portraits/women/63.jpg
1060,Diane Lewis,3/28/1988,Male,Master's,1/1/2020,Marketing,Content Strategist,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,97768.65,4,9,Active,18,White,https://randomuser.me/api/portraits/men/16.jpg
1061,Odika Chowdhury,1/17/1988,Male,Associate's,9/17/2018,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,84589.51,2,6,Active,20,Indo-Aryan,https://randomuser.me/api/portraits/women/22.jpg
1062,Justin Clark,2/9/1970,Female,Master's,8/11/2022,R&D,R&D Engineer,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,56378.18,4,5,Active,24,BD-Tribal,https://randomuser.me/api/portraits/women/41.jpg
1063,Gislinde Etzold,8/25/1976,Female,High School,12/7/2021,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,96177.64,3,10,Active,18,Germany-Other,https://randomuser.me/api/portraits/men/24.jpg
1064,Ekapad Thakkar,11/3/1978,Female,Bachelor's,6/12/2021,Marketing,Content Strategist,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,61640.72,4,2,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/52.jpg
1065,Dominic Davies,11/26/1989,Female,Bachelor's,4/9/2021,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,97200.4,3,5,Active,18,White,https://randomuser.me/api/portraits/women/12.jpg
1066,Ms Carly Andrews,2/16/1974,Male,High School,9/20/2019,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,52736.36,0,6,Active,22,White British,https://randomuser.me/api/portraits/men/39.jpg
1067,Nicholas Moore,10/27/1978,Male,Associate's,8/18/2021,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,40057.79,1,4,Active,25,UK-Other,https://randomuser.me/api/portraits/women/67.jpg
1068,Univ.Prof. Ingeburg Kensy B.Sc.,5/13/1972,Male,High School,12/11/2018,Sales,Account Executive,Operational,Europe,Germany,52.52,13.405,Remote,Part-time,112879.54,3,1,Active,18,German,https://randomuser.me/api/portraits/women/57.jpg
1069,George Kennedy,8/9/1996,Male,Doctorate,8/23/2021,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,126295.84,2,7,Resigned,15,Hispanic,https://randomuser.me/api/portraits/women/88.jpg
1070,Isabella Lopez,10/1/1998,Male,Associate's,7/18/2022,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,52369.17,4,2,Resigned,22,White,https://randomuser.me/api/portraits/women/65.jpg
1071,Jochen Gude-Ditschlerin,9/8/2006,Female,Bachelor's,10/17/2018,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,112635.18,4,9,Active,18,Germany-Other,https://randomuser.me/api/portraits/women/41.jpg
1072,Mr. Zachary Poole PhD,6/4/1998,Female,High School,1/9/2022,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,72443.24,4,6,Active,22,BD-Tribal,https://randomuser.me/api/portraits/men/99.jpg
1073,Tom Dunn,9/30/1984,Female,Doctorate,4/18/2019,R&D,Research Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,52721.16,4,1,Resigned,24,Bengali,https://randomuser.me/api/portraits/women/32.jpg
1074,Viraj Mitra,12/12/1975,Male,Master's,5/16/2022,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,53016.92,3,3,Active,22,Dravidian,https://randomuser.me/api/portraits/men/73.jpg
1075,Ing. Wenke Seidel,1/6/1995,Female,Bachelor's,3/3/2020,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,112413.78,3,7,Active,18,German,https://randomuser.me/api/portraits/women/78.jpg
1076,Taylor Gregory,7/6/1993,Female,Master's,5/13/2022,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,66347.04,2,3,Active,22,Bengali,https://randomuser.me/api/portraits/women/1.jpg
1077,Andrea Walker,11/8/1985,Other,Bachelor's,12/17/2019,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,78120.02,1,4,Active,20,White,https://randomuser.me/api/portraits/women/48.jpg
1078,Vamakshi Sunder,7/5/1961,Male,Bachelor's,1/2/2020,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,40278.3,1,7,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/37.jpg
1079,Jennifer Johnson,11/22/1982,Female,Doctorate,12/15/2022,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,52285.85,1,8,Active,22,Asian British,https://randomuser.me/api/portraits/women/45.jpg
1080,Waldemar Stroh-Mans,1/7/1995,Female,Doctorate,4/6/2022,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Part-time,76396.65,1,10,Active,20,German,https://randomuser.me/api/portraits/women/23.jpg
1081,Paula Kraus,3/17/1963,Female,Doctorate,12/9/2022,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,58966.32,1,9,Active,24,German,https://randomuser.me/api/portraits/men/93.jpg
1082,Catherine Humphreys,8/14/1972,Male,Master's,6/21/2019,Operations,Operations Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,33637.56,4,1,Active,25,White British,https://randomuser.me/api/portraits/men/89.jpg
1083,Kavya Apte,8/3/1979,Male,Doctorate,9/20/2019,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Part-time,44431.73,2,10,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/89.jpg
1084,Lisa Williams,1/17/1959,Male,Bachelor's,6/6/2022,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,86345.43,4,5,Active,18,White,https://randomuser.me/api/portraits/men/45.jpg
1085,Rosie Jones,12/24/1977,Male,Bachelor's,1/12/2019,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,69847.8,3,5,Active,22,White British,https://randomuser.me/api/portraits/men/54.jpg
1086,Josef Meyer,8/29/1999,Male,Bachelor's,2/9/2019,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,117804.08,0,9,Active,18,Germany-Other,https://randomuser.me/api/portraits/women/86.jpg
1087,Amy Crawford,1/5/1981,Female,Bachelor's,6/11/2018,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,45645.87,1,10,Active,22,Bengali,https://randomuser.me/api/portraits/men/19.jpg
1088,Prof. Götz Ritter MBA.,3/7/1996,Male,Doctorate,11/4/2018,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,106925.92,2,7,Active,15,German,https://randomuser.me/api/portraits/women/55.jpg
1089,Craig Collins,5/4/1997,Female,Bachelor's,7/22/2022,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,55160.11,1,9,Active,24,White British,https://randomuser.me/api/portraits/women/14.jpg
1090,Maurice Smith,11/11/1982,Female,Doctorate,6/28/2021,Finance,Financial Analyst,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,120896.63,3,3,Active,15,Black British,https://randomuser.me/api/portraits/men/82.jpg
1091,Chakrika Shere,4/23/2003,Female,High School,11/23/2022,IT,IT Support Specialist,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,52373.97,2,4,Resigned,22,Indo-Aryan,https://randomuser.me/api/portraits/men/42.jpg
1092,Amaira Rattan,11/10/1996,Male,Master's,1/30/2021,Sales,Account Executive,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,81700.1,3,6,Active,18,Indo-Aryan,https://randomuser.me/api/portraits/men/57.jpg
1093,Michael Morris,5/26/1964,Male,Bachelor's,10/1/2018,Marketing,Content Strategist,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,124114.7,3,7,Active,15,Asian,https://randomuser.me/api/portraits/men/42.jpg
1094,Adrian Walsh,9/10/1964,Female,High School,9/6/2019,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,41548.23,2,6,Resigned,22,White British,https://randomuser.me/api/portraits/women/75.jpg
1095,Daksha Kunda,6/15/1969,Male,Master's,2/25/2021,IT,IT Support Specialist,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,76487.81,1,3,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/men/77.jpg
1096,Lila Seth,9/20/2000,Female,High School,5/1/2018,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Remote,Part-time,114143.34,4,3,Active,18,Dravidian,https://randomuser.me/api/portraits/men/97.jpg
1097,Ferdinand Nerger,2/12/1987,Male,Bachelor's,10/17/2019,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,87192.04,1,5,Active,20,German,https://randomuser.me/api/portraits/men/55.jpg
1098,Maanas Sarma,6/15/1967,Other,Doctorate,9/5/2018,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,45171.96,2,7,Active,24,Indo-Aryan,https://randomuser.me/api/portraits/men/43.jpg
1099,Mr. Kenneth Wright DVM,2/12/1975,Female,Bachelor's,7/24/2022,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,54578.45,3,10,Active,22,Asian,https://randomuser.me/api/portraits/men/56.jpg
1100,Tracey Miranda,7/30/1982,Female,Master's,6/10/2022,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,60015.13,4,3,Active,22,Hispanic,https://randomuser.me/api/portraits/women/87.jpg
1101,Melvin Copeland,4/10/1987,Female,Bachelor's,3/15/2018,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,79482.44,4,9,Resigned,22,White,https://randomuser.me/api/portraits/men/5.jpg
1102,Allison Baker,6/13/1990,Male,Bachelor's,11/29/2019,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,113233.77,0,3,Active,18,White,https://randomuser.me/api/portraits/men/88.jpg
1103,Varsha Goyal,10/11/2004,Male,Doctorate,7/3/2018,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,121132.81,2,4,Active,15,Indo-Aryan,https://randomuser.me/api/portraits/women/1.jpg
1104,Hülya Gorlitz,4/16/1973,Female,High School,12/28/2020,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,56242.05,3,5,Active,22,Germany-Other,https://randomuser.me/api/portraits/men/53.jpg
1105,Bettina Davids,8/15/1981,Male,Bachelor's,11/8/2018,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,77013.68,4,2,Active,22,German,https://randomuser.me/api/portraits/women/49.jpg
1106,Graham Saunders-Richards,2/4/2002,Female,Associate's,1/19/2018,Marketing,Marketing Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Part-time,46443.46,0,5,Active,24,Asian British,https://randomuser.me/api/portraits/men/22.jpg
1107,Jackson Ratti,12/15/1964,Male,Associate's,3/25/2021,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,41313.65,0,6,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/47.jpg
1108,Courtney Sims,1/20/1997,Male,Doctorate,3/27/2018,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,119207.2,3,7,Active,15,Bengali,https://randomuser.me/api/portraits/women/68.jpg
1109,Pamela Smith,12/4/1998,Male,Bachelor's,9/14/2019,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,113615.32,1,8,Active,18,Bengali,https://randomuser.me/api/portraits/women/10.jpg
1110,Ben Nelson,5/5/1994,Female,Doctorate,10/22/2020,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,75406.72,2,2,Active,20,White British,https://randomuser.me/api/portraits/men/51.jpg
1111,Edhitha Mallick,7/9/1975,Female,High School,2/4/2018,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,46397.63,0,9,Active,25,Indo-Aryan,https://randomuser.me/api/portraits/men/15.jpg
1112,Misty Williams,9/24/1965,Female,Master's,3/1/2018,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,113447.3,3,9,Active,18,White,https://randomuser.me/api/portraits/women/4.jpg
1113,Andrew Garza,8/29/1983,Male,Doctorate,6/18/2021,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,43224.32,4,10,Active,24,White,https://randomuser.me/api/portraits/men/12.jpg
1114,Tracy Jones,8/10/1966,Male,Associate's,7/1/2021,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,74647.68,3,4,Active,22,Bengali,https://randomuser.me/api/portraits/women/28.jpg
