Employee ID,Full Name,Resignation Probability,Resignation Prediction
-1.465507659,Jamie Mcgee,4.43E-05,0
-1.463583158,Melissa Hernandez,0.996272373,1
-1.461658657,Lori Brown,0.0001044,0
-1.459734156,Melinda Sosa,0.000182736,0
-1.457809655,Lindsay Johnson,0.298966549,0
-1.455885153,Lindsey Mitchell,0.000224552,0
-1.453960652,Antony Jenkins-Gilbert,0.000157928,0
-1.452036151,Ing. Nadja Metz B.A.,0.000881854,0
-1.45011165,Angela Padilla,0.000967167,0
-1.448187149,Yamini Pai,0.000347998,0
-1.446262648,Anmol Behl,0.002227974,0
-1.444338146,Pascale Gude,0.00059991,0
-1.442413645,Karan Khanna,0.001180741,0
-1.440489144,Brandon Schneider,4.01E-05,0
-1.438564643,Jackson Perry,0.000295888,0
-1.436640142,Adolf Heinz,0.000730002,0
-1.43471564,Bimala Patil,0.011889345,0
-1.432791139,Samantha Evans,0.000127975,0
-1.430866638,Uwe Lachmann,9.74E-05,0
-1.428942137,Mr Terence Jones,0.996775852,1
-1.427017636,Jason Harper,0.000147684,0
-1.425093134,Vrinda Konda,2.54E-05,0
-1.423168633,Laura Wilson,3.87E-05,0
-1.421244132,Thomas Potter,0.000268096,0
-1.419319631,Jessica Rodriguez,0.001449183,0
-1.41739513,Dawn Reed,0.000194639,0
-1.415470628,Steven Doyle,0.630085977,1
-1.413546127,Nicholas Perez,0.00434744,0
-1.411621626,Michael Brown,4.65E-05,0
-1.409697125,Faqid Chandra,0.997937503,1
-1.407772624,Ricky Berry,5.36E-05,0
-1.405848122,Mr. Eric Santana DDS,7.55E-05,0
-1.403923621,Mr Jeremy Moore,0.00059345,0
-1.40199912,Deborah Mills DDS,0.000238433,0
-1.400074619,Thomas Richards,0.000108899,0
-1.398150118,Robert Thompson,0.000130728,0
-1.396225616,Erica Ortiz,0.000349379,0
-1.394301115,Chelsea Hill,0.054992501,0
-1.392376614,Bimala Dhar,0.0001493,0
-1.390452113,Stephanie Singleton,0.000239824,0
-1.388527612,Aarav Setty,0.000172471,0
-1.38660311,Omkaar Dash,0.000474948,0
-1.384678609,Dr Chelsea Smith,0.999029633,1
-1.382754108,Nils Hein,6.24E-05,0
-1.380829607,Georgia Lee,0.000149504,0
-1.378905106,Wanda Patberg MBA.,0.000399831,0
-1.376980605,Jose Davis,0.00014173,0
-1.375056103,Donald Smith,0.000483549,0
-1.373131602,Hannah Hammond,0.000261869,0
-1.371207101,Ester Juncken B.Eng.,0.000159882,0
-1.3692826,Eshana Anand,0.004419749,0
-1.367358099,Reiner Möchlichen,8.86E-05,0
-1.365433597,Ruth Shaw,0.000117921,0
-1.363509096,Divya Chadha,0.013893528,0
-1.361584595,Jennifer Sanford,0.001002141,0
-1.359660094,Zarna Ratta,8.18E-05,0
-1.357735593,Nichole Watkins,0.999615489,1
-1.355811091,Kelli Espinoza MD,0.000130985,0
-1.35388659,Kevin Cole,0.996555664,1
-1.351962089,Emily Martin,5.09E-05,0
-1.350037588,Henry Rana,0.000972599,0
-1.348113087,Marc Anderson,5.25E-05,0
-1.346188585,Dipl.-Ing. Diane Schüler,0.031648839,0
-1.344264084,Janya Parsa,7.63E-05,0
-1.342339583,Debra Rose,4.22E-05,0
-1.340415082,Ronald Cooper,6.34E-05,0
-1.338490581,Robert Lopez,0.000748223,0
-1.336566079,John Gibson,0.997512072,1
-1.334641578,Max Hopkins,0.00021905,0
-1.332717077,Lisa Hall,8.50E-05,0
-1.330792576,Dayamai Palla,0.000183222,0
-1.328868075,Dorina Döring,7.78E-05,0
-1.326943573,Sai Patel,0.000119605,0
-1.325019072,Christian Moore,0.001820486,0
-1.323094571,Keith Bell,6.78E-05,0
-1.32117007,Marc Curtis,0.000292398,0
-1.319245569,Mr Dominic Johnston,0.000446387,0
-1.317321067,Parth Prakash,0.218494403,0
-1.315396566,Jack Bowers,0.006201746,0
-1.313472065,Dietmar Seip-Butte,0.000173179,0
-1.311547564,Hellmuth Schmidt,0.000678007,0
-1.309623063,Ucchal Ranganathan,0.000153683,0
-1.307698562,Dr. Hüseyin Reuter B.Eng.,3.70E-05,0
-1.30577406,Imaran Sahota,0.170008227,0
-1.303849559,Dawn Smith-Parkes,0.000154726,0
-1.301925058,Ashley Jensen,0.002700416,0
-1.300000557,Dipl.-Ing. Ingeborg Hartung B.Sc.,0.007038715,0
-1.298076056,Yuvraj Bassi,0.006428578,0
-1.296151554,Lori Wolf,0.000135606,0
-1.294227053,Thorben Schinke,0.000136869,0
-1.292302552,Ing. Hannchen Schmidtke,0.002365133,0
-1.290378051,Cassidy Young,0.002320215,0
-1.28845355,Caleb Kibe,0.002668144,0
-1.286529048,Edmund Graf-Mentzel,0.999333159,1
-1.284604547,Charan Sharma,0.000997817,0
-1.282680046,Clifford Cox,0.000282192,0
-1.280755545,Brunhilde Hande,0.999357231,1
-1.278831044,Anna-Maria Bender,0.008045484,0
-1.276906542,Waida Shetty,0.000630388,0
-1.274982041,Larry Gilbert,0.000191405,0
-1.27305754,Mr Steven Robinson,0.00011839,0
-1.271133039,Riya Sastry,0.000155653,0
-1.269208538,Arthur Williams-Carr,0.000147844,0
-1.267284036,Damyanti Kala,0.000351712,0
-1.265359535,Marilyn Talbot,0.000120454,0
-1.263435034,David Welch,0.999531563,1
-1.261510533,Jacqueline Patterson,0.00146774,0
-1.259586032,Trevor Fox,0.000621043,0
-1.25766153,Romana Kostolzin,0.000561424,0
-1.255737029,Connor Palmer,8.19E-05,0
-1.253812528,Sarah Williamson,0.001156636,0
-1.251888027,Mitali Ramesh,0.023630009,0
-1.249963526,Walter Thompson,0.000118332,0
-1.248039024,Kyle Huber,0.01335611,0
-1.246114523,Tammy Powell,0.000111997,0
-1.244190022,Vittorio Zahn,0.002120294,0
-1.242265521,Tiffany Gibson DVM,0.109042193,0
-1.24034102,Anatoli Stumpf,0.000394254,0
-1.238416519,Rosemary Carter,0.000243492,0
-1.236492017,Patrick Kapadia,0.000903692,0
-1.234567516,Melanie Cole,0.003971919,0
-1.232643015,Pratyush Keer,0.000147564,0
-1.230718514,Crystal Mccarthy,0.000732293,0
-1.228794013,Robert Montes,0.00037679,0
-1.226869511,Pranav Narula,0.000525869,0
-1.22494501,Eric Jacob-Täsche,0.00014629,0
-1.223020509,Carrie Bell,0.622804936,1
-1.221096008,Frau Franka Segebahn,0.199689881,0
-1.219171507,Chatresh Doctor,0.000562235,0
-1.217247005,Linda Chavez,0.000404148,0
-1.215322504,Mr Tony Wood,7.08E-05,0
-1.213398003,Bernt Bauer,0.000132578,0
-1.211473502,Robert Evans,0.001418433,0
-1.209549001,Brooke Harrington,6.67E-05,0
-1.207624499,Fredo Steinberg MBA.,0.000144985,0
-1.205699998,Ryan Cooper,0.000213264,0
-1.203775497,Steven Carroll,0.000690449,0
-1.201850996,Darsh Bhavsar,0.998371292,1
-1.199926495,John Golden,3.38E-05,0
-1.198001993,Yashica Sachdev,0.005608931,0
-1.196077492,Tanmayi Narayanan,0.001007768,0
-1.194152991,Gundolf Stey,0.00027651,0
-1.19222849,Robert Mckenzie,0.000230988,0
-1.190303989,Paul Bennett,0.001414026,0
-1.188379487,Cindy Werner,0.2407308,0
-1.186454986,Frau Alina Matthäi B.Sc.,0.000146672,0
-1.184530485,Rachana Subramanian,0.000472765,0
-1.182605984,Amber Turner,4.47E-05,0
-1.180681483,Benjamin Brown,0.003085621,0
-1.178756982,Gwendolyn Stephenson,0.000127542,0
-1.17683248,Lucky Soni,4.45E-05,0
-1.174907979,Willie Watkins,0.000230054,0
-1.172983478,Jonathan Randolph,0.000253251,0
-1.171058977,Anvi Panchal,0.003705092,0
-1.169134476,Robert Yang,0.999717106,1
-1.167209974,Sigmar Scholtz-Gertz,0.000551658,0
-1.165285473,Vanessa Schmitt,0.000203407,0
-1.163360972,Jonathan Copeland,0.998096929,1
-1.161436471,Kimberly Watkins,0.999405491,1
-1.15951197,Kelsey Hernandez,0.00057756,0
-1.157587468,Dipl.-Ing. Stefan Christoph B.Eng.,0.002931391,0
-1.155662967,Christine Whitaker,0.001502167,0
-1.153738466,Chanakya Barad,0.000104138,0
-1.151813965,Aryan Contractor,0.000538614,0
-1.149889464,Karla Perez,0.000329778,0
-1.147964962,Mary Alvarez,0.000153498,0
-1.146040461,Ashleigh Webb,0.000352097,0
-1.14411596,Lewis Powell,9.97E-05,0
-1.142191459,Banjeet Tiwari,0.003547963,0
-1.140266958,Burckhard Loos,5.74E-05,0
-1.138342456,Samantha Jones,0.001300732,0
-1.136417955,Kevin Williams-Jackson,0.032443676,0
-1.134493454,Alyssa Cooper,0.997953331,1
-1.132568953,Nikolas Dörschner,0.558351316,1
-1.130644452,Riya Borra,0.000419621,0
-1.12871995,Viraj Tak,0.000288122,0
-1.126795449,David Diaz,0.020416281,0
-1.124870948,Joshua Williams,0.000351291,0
-1.122946447,Katarzyna Steckel,0.000468533,0
-1.121021946,Jutta Vogt,0.000239198,0
-1.119097444,Jessica Maldonado DDS,3.80E-05,0
-1.117172943,Stephanie Reeves,3.92E-05,0
-1.115248442,Upadhriti Roy,0.99940242,1
-1.113323941,Noah Krishna,6.67E-05,0
-1.11139944,Hemang Tandon,6.11E-05,0
-1.109474939,Rebecca Stephens,0.000191393,0
-1.107550437,Michael Lord,0.000133673,0
-1.105625936,Gareth Cooper,0.000580633,0
-1.103701435,Kim Lewis,5.90E-05,0
-1.101776934,Lori Thompson,0.000101606,0
-1.099852433,Britt Wagenknecht B.Sc.,0.000235245,0
-1.097927931,Alyssa Nolan,0.000166715,0
-1.09600343,Calvin Nichols,0.997268187,1
-1.094078929,Dr Mandy Edwards,7.29E-05,0
-1.092154428,Debra Hood,0.00080153,0
-1.090229927,Sophie Perry,0.003426627,0
-1.088305425,Gloria Bell,0.000101999,0
-1.086380924,Cynthia Freeman,7.56E-05,0
-1.084456423,Michael Gallagher,3.49E-05,0
-1.082531922,Robert Smith,0.005588199,0
-1.080607421,Yusuf Gierschner,0.220956667,0
-1.078682919,Lavanya Borah,0.997630136,1
-1.076758418,Angela Gardner,7.62E-05,0
-1.074833917,Holly Wyatt,0.000204781,0
-1.072909416,Mark Mclean,0.003137374,0
-1.070984915,Kelsey Malone,0.000457661,0
-1.069060413,Patrick Perry,8.45E-05,0
-1.067135912,Adrienne Chambers,0.000102044,0
-1.065211411,Raagini Narayanan,0.003243247,0
-1.06328691,Benjamin Knapp,0.000172683,0
-1.061362409,Carol Miller-Reeves,0.00019584,0
-1.059437907,Eckehard Weller,0.000349797,0
-1.057513406,Justina Löffler B.Sc.,0.00019935,0
-1.055588905,Robert Martinez,0.090829522,0
-1.053664404,Kenneth Wood,0.000449433,0
-1.051739903,Valeska Trub,0.109921117,0
-1.049815401,Donald Barrett,0.000145337,0
-1.0478909,Dipl.-Ing. Mehmet Kraus B.Sc.,6.98E-05,0
-1.045966399,Jörg Stroh,3.00E-05,0
-1.044041898,Jasmit Buch,0.000351291,0
-1.042117397,Julie Powell,0.000122149,0
-1.040192896,Anika Reuter B.Eng.,0.000100673,0
-1.038268394,Dr Norman Bell,0.000163343,0
-1.036343893,Siegfried Sauer,0.000840676,0
-1.034419392,Pamela Mendoza,0.000909504,0
-1.032494891,Connie Rogers,0.000118429,0
-1.03057039,Dawn Cox,3.80E-05,0
-1.028645888,Frederike Wesack,0.000225929,0
-1.026721387,Katrina Woodward,0.000831124,0
-1.024796886,Erin Key,7.32E-05,0
-1.022872385,Anthony Arora,0.000230508,0
-1.020947884,Albert Sparks,0.000672007,0
-1.019023382,Mr Thomas Wilson,0.05268142,0
-1.017098881,Steven Farrell,0.000401014,0
-1.01517438,Fiona Turnbull,7.67E-05,0
-1.013249879,Mary Lewis,0.000155186,0
-1.011325378,Jennifer Foster,0.000470314,0
-1.009400876,Zehaan Brar,0.004273704,0
-1.007476375,Yamini Sengupta,7.62E-05,0
-1.005551874,Isha Varma,0.000711936,0
-1.003627373,Joanna Schleich,0.000238709,0
-1.001702872,Amber Francis,0.000150255,0
-0.99977837,Friedhilde Förster,0.013324707,0
-0.997853869,Sandra Heinz,7.00E-05,0
-0.995929368,Krystyna Wilmsen,0.001270882,0
-0.994004867,Prof. Cornelia Krein,0.000121587,0
-0.992080366,Polina Lachmann,0.000129811,0
-0.990155864,Eric Cardenas,3.23E-05,0
-0.988231363,Andrew Johnson,0.004612051,0
-0.986306862,Isaac Sant,0.000259705,0
-0.984382361,Mr Malcolm Stokes,0.999095314,1
-0.98245786,Jennifer Torres,0.072566243,0
-0.980533358,Ferdi Stiffel-Spieß,0.000820272,0
-0.978608857,Benjamin Poole,0.000306682,0
-0.976684356,Dr Paula Baldwin,5.25E-05,0
-0.974759855,Rene Hölzenbecher-Ritter,4.16E-05,0
-0.972835354,Cameron Kennedy-White,0.010260919,0
-0.970910853,Urishilla Mander,0.000140527,0
-0.968986351,Miss Natalie Summers,0.005517297,0
-0.96706185,Herr Hilmar Boucsein,5.05E-05,0
-0.965137349,Dr Beverley Cole,0.000360146,0
-0.963212848,Antony Hilton,0.000323916,0
-0.961288347,Dr Colin Ellis,0.000590026,0
-0.959363845,Darren Watson-Richardson,5.97E-05,0
-0.957439344,Arndt Koch-Albers,0.000189042,0
-0.955514843,Viraj Toor,0.000464785,0
-0.953590342,Serpil Wirth-Kobelt,0.076759369,0
-0.951665841,Allen Lara,5.21E-05,0
-0.949741339,Michael Clay,0.999315052,1
-0.947816838,Yashvi Shroff,6.04E-05,0
-0.945892337,Brittany Ramirez,0.001228124,0
-0.943967836,Ms Mandy Martin,0.000509853,0
-0.942043335,Mrs Melissa Davies,0.00012442,0
-0.940118833,Mason Doctor,0.000131916,0
-0.938194332,Harriet Jackson-Kemp,0.000590026,0
-0.936269831,Prof. Abbas Stoll MBA.,0.000295505,0
-0.93434533,Radhika Saini,0.000899579,0
-0.932420829,Sydney Johnson,0.002151624,0
-0.930496327,Ms Stephanie Pearce,0.00023074,0
-0.928571826,Noah Balan,0.002835428,0
-0.926647325,Dipl.-Ing. Bernadette Röhrdanz,5.63E-05,0
-0.924722824,Abeer Dhillon,9.25E-05,0
-0.922798323,Dr. Leokadia Klemm,0.00064113,0
-0.920873821,Zachary Beck,0.000114096,0
-0.91894932,Tracy Gonzalez,0.000113013,0
-0.917024819,Verena Mentzel B.A.,0.999538125,1
-0.915100318,Edwin Gomez,0.05342026,0
-0.913175817,Simon Garner-Metcalfe,0.00025382,0
-0.911251315,Yvonne Thompson,0.00024416,0
-0.909326814,Ms Natasha Bishop,0.006114441,0
-0.907402313,Mary Bennett,0.999570556,1
-0.905477812,Eberhard Heidrich,0.000324488,0
-0.903553311,Eiravati Wali,0.809134115,1
-0.90162881,Molly Brown,0.99915586,1
-0.899704308,Bhavna Patla,0.007246161,0
-0.897779807,Ronald Smith,8.37E-05,0
-0.895855306,Aarush Bedi,5.28E-05,0
-0.893930805,Maria Smith,4.92E-05,0
-0.892006304,Dominic Wilson,0.015154855,0
-0.890081802,Shravya Behl,0.000576297,0
-0.888157301,Nikolas Spieß,0.0013552,0
-0.8862328,Robert Porter,7.33E-05,0
-0.884308299,Jodie Tucker,0.000318127,0
-0.882383798,Rosemary Kay,0.000114451,0
-0.880459296,Marcus Phillips,0.008233611,0
-0.878534795,Karl-Heinz Hartung,0.003311705,0
-0.876610294,Mr Mohamed Gardner,0.989692045,1
-0.874685793,Carin Bender,0.000139675,0
-0.872761292,Gregory Ramos,7.70E-05,0
-0.87083679,Wayne Robinson,0.000718279,0
-0.868912289,Prof. Gerolf Lübs MBA.,0.000345498,0
-0.866987788,Wilfriede Pohl,9.84E-05,0
-0.865063287,Michael Foster,0.000124164,0
-0.863138786,Colin Collier,0.000307253,0
-0.861214284,Lynn Mcmillan,0.015709458,0
-0.859289783,Hans-Joachim Meyer,5.74E-05,0
-0.857365282,Grace Young,0.002255515,0
-0.855440781,Frau Georgine Siering,0.000119018,0
-0.85351628,Brian Daniels,0.001976071,0
-0.851591778,Traudl Wernecke B.Eng.,0.037546067,0
-0.849667277,Sydney Johnson,6.11E-05,0
-0.847742776,Hermann-Josef Löchel,0.9979485,1
-0.845818275,Anna Evans-Moore,0.99826567,1
-0.843893774,Thomas Anderson,6.92E-05,0
-0.841969273,Mr. Daniel Smith,0.000554459,0
-0.840044771,Janani Misra,0.000396504,0
-0.83812027,Alexandria Flores,0.000232708,0
-0.836195769,Rishi Sinha,0.000202895,0
-0.834271268,Michael Taylor,0.000962711,0
-0.832346767,Panini De,3.87E-05,0
-0.830422265,Barbara Wagner,4.37E-05,0
-0.828497764,Dipl.-Ing. Ortwin Junck,0.000369295,0
-0.826573263,Dr Duncan Clarke,0.004990199,0
-0.824648762,Parth Dalal,0.000186893,0
-0.822724261,Brenda Cooper,0.000174325,0
-0.820799759,Pranit Borra,8.35E-05,0
-0.818875258,Emma Ballard,0.000562231,0
-0.816950757,Dr Derek Wright,0.003658812,0
-0.815026256,Victor Reyes,0.000183317,0
-0.813101755,Elijah Singhal,0.000318505,0
-0.811177253,Gavin Bora,0.000199134,0
-0.809252752,Thomas Rivera,2.74E-05,0
-0.807328251,Bimala Taneja,8.14E-05,0
-0.80540375,Sai Parmer,4.93E-05,0
-0.803479249,Timothy Armstrong,0.000160925,0
-0.801554747,Naomi Burgess,0.000167192,0
-0.799630246,Hiral Deshmukh,0.327820495,0
-0.797705745,Prof. Madlen Junken,7.09E-05,0
-0.795781244,Sofia Caspar-Becker,0.99943464,1
-0.793856743,Brianna Doyle,0.000812905,0
-0.791932241,Ing. Antonie Stroh B.Sc.,0.000754795,0
-0.79000774,Eshana Shetty,9.73E-05,0
-0.788083239,Janine Metz,8.92E-05,0
-0.786158738,Brunhild Rädel,0.000354236,0
-0.784234237,Kimberly Rose,0.001264851,0
-0.782309735,Dipl.-Ing. Rudolph Häring B.Sc.,0.000323182,0
-0.780385234,Anvi Cherian,0.999252033,1
-0.778460733,Robin Hill,0.000268891,0
-0.776536232,Ann Davison,0.000849177,0
-0.774611731,James Fischer,0.000170513,0
-0.77268723,Meera Chhabra,0.012261067,0
-0.770762728,Michael Oliver,0.000114085,0
-0.768838227,Bernward Mende,8.98E-05,0
-0.766913726,Samantha Jacobs DVM,0.000136324,0
-0.764989225,Henni Rädel,0.000259626,0
-0.763064724,Scott Ward,0.000731684,0
-0.761140222,Nigel Roberts,0.000489773,0
-0.759215721,Timothy Ellis,0.001703994,0
-0.75729122,James Bowman,0.038462806,0
-0.755366719,Wayne Jackson,0.004882851,0
-0.753442218,Kathryn Lane,0.000768838,0
-0.751517716,Advik Ghose,0.012638906,0
-0.749593215,Jean Page-Bell,0.002707299,0
-0.747668714,Timo Roht,0.001142533,0
-0.745744213,William Pierce,0.000147603,0
-0.743819712,Derek Webster,0.000170587,0
-0.74189521,Cynthia Myers,0.000122302,0
-0.739970709,Mr. Nathan Mueller,4.93E-05,0
-0.738046208,Renata Hecker,3.00E-05,0
-0.736121707,Samuel Burnett,0.00014166,0
-0.734197206,Fritz Schönland,0.000534188,0
-0.732272704,Sherry Smith,9.04E-05,0
-0.730348203,Mary Little,0.000121222,0
-0.728423702,Qarin Grover,0.000574809,0
-0.726499201,Laurie Hunt,0.149045199,0
-0.7245747,Yashodhara Issac,9.52E-05,0
-0.722650198,Gerold Fritsch-Koch II,0.000298511,0
-0.720725697,Univ.Prof. Karolin Budig,0.000204059,0
-0.718801196,Wanda Hamilton,0.000187776,0
-0.716876695,Lauren Hamilton,0.000320965,0
-0.714952194,Peter Williams,0.000112544,0
-0.713027692,Ryan Ramirez,0.000177482,0
-0.711103191,Hanny Loos,0.01307424,0
-0.70917869,Rebecca Mcdonald,0.00117335,0
-0.707254189,Univ.Prof. Abram Mude B.A.,0.000684123,0
-0.705329688,Daniel Fisher,0.003808208,0
-0.703405187,Henny Wieloch-Köster,0.000169548,0
-0.701480685,Lewis Kelly,0.036275092,0
-0.699556184,Udyati Loke,0.000234048,0
-0.697631683,Sarah Garcia,0.000252963,0
-0.695707182,Mark Flores,8.69E-05,0
-0.693782681,Josephine Cartwright,0.000279652,0
-0.691858179,Jonathan Parker,0.000618975,0
-0.689933678,Amber Phillips,0.999415078,1
-0.688009177,Yashica Amble,0.000358056,0
-0.686084676,Tina Hayes,0.002093432,0
-0.684160175,Melissa Hudson,6.82E-05,0
-0.682235673,Emily Bishop,0.000241312,0
-0.680311172,Joel Morley,0.000249991,0
-0.678386671,Jimmy Coleman,0.000218453,0
-0.67646217,Jeremiah Chad,0.510482076,1
-0.674537669,Dan Thanel,0.000675787,0
-0.672613167,Univ.Prof. Nicolai Gude B.Sc.,0.02172582,0
-0.670688666,Andrew Gillespie,0.000486537,0
-0.668764165,Frau Ursula Hettner,0.000313782,0
-0.666839664,Jamie Howell,0.001384883,0
-0.664915163,Samarth Prabhu,0.999257282,1
-0.662990661,Adam Hänel-Patberg,0.000990883,0
-0.66106616,Dipl.-Ing. Alf Meyer MBA.,0.004173605,0
-0.659141659,Sarah Ramirez,6.70E-05,0
