Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Years at Company,Current Employment Status,Annual Leave Entitlement (days),Ethnicity,Image Path
1018,Cheryl Hayward,1962-03-08,Female,Bachelor's,2018-12-09,Sales,Sales Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,79220.64,3,7,Active,22,Asian British,
1019,Charles Allen,1965-12-22,Female,High School,2021-08-04,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,77345.54,1,8,Active,18,White,
1020,Kristin Ochoa,1969-02-11,Other,Master's,2022-09-28,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,86113.45,2,2,Resigned,20,White,
1021,Eshana Gupta,1968-01-26,Female,Master's,2021-11-25,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,64903.87,2,3,Active,22,Dravidian,
1022,Carly Pearce,1963-02-27,Male,Associate's,2021-12-14,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Part-time,57801.16,0,6,Active,24,Asian British,
1023,Dr Amelia Doyle,1984-08-22,Male,Master's,2022-06-22,Sales,Account Executive,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,100392.78,0,9,Active,15,White British,
1024,Martine Scheibe,1960-06-21,Male,High School,2021-12-04,Marketing,Marketing Coordinator,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,47756.24,3,5,Active,22,German,
1025,Maurice Dunn,1973-12-23,Male,High School,2019-06-08,R&D,Research Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Part-time,58283.95,3,6,Active,22,White British,
1026,Dipl.-Ing. Niels Süßebier,1960-10-08,Female,Master's,2021-08-18,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,51185.1,1,9,Active,22,German,
1027,Kabir Gaba,1962-04-27,Female,High School,2018-02-25,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,65573.82,3,9,Active,22,India-Tribal,
1028,Olga Wähner-Söding,1968-12-22,Male,Bachelor's,2018-11-14,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Part-time,112810.34,2,7,Active,15,German,
1029,Robert Zamora,1980-08-13,Male,Bachelor's,2022-12-20,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,90447.03,0,9,Active,18,BD-Tribal,
1030,Stephen Parker,1983-10-26,Female,High School,2021-02-28,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,51356.64,4,2,Active,22,Asian,
1031,Adya Munshi,2006-10-17,Male,High School,2021-03-14,IT,Data Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,118915.26,3,10,Active,15,Dravidian,
1032,Alex Evans,1977-06-29,Male,Master's,2018-08-17,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,43875.52,1,2,Active,22,Black,
1033,Ati Datta,1990-04-16,Female,Bachelor's,2020-02-18,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,58393.54,3,5,Active,22,India-Tribal,
1034,Hemal Kale,2005-08-21,Female,High School,2021-09-24,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Part-time,60878.26,3,5,Active,22,Indo-Aryan,
1035,Mirjana Gierschner,1990-06-22,Female,Master's,2018-09-05,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Part-time,72608.18,1,10,Active,18,German,
1036,Wayne Arnold,1966-03-22,Female,High School,2022-11-15,Operations,Logistics Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,51835.31,1,8,Active,22,White British,
1037,Jane Allen,1966-01-26,Male,Master's,2020-12-10,IT,Data Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,72495.25,1,7,Active,22,Bengali,
1038,Susana Warmer,1986-10-17,Male,High School,2022-12-25,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,70353.12,3,3,Active,22,German,
1039,Laura Barber,1987-03-17,Female,High School,2019-07-26,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,59010.26,4,7,Resigned,22,White,
1040,David Hansen,2003-10-27,Female,High School,2019-09-24,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,108047.08,3,7,Active,18,White,
1041,Burkhard Dowerg-Ullrich,1991-04-20,Female,Master's,2021-03-25,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,51574.58,4,9,Active,24,Turkish,
1042,Jay Mendoza,1973-06-05,Female,Doctorate,2020-10-04,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,48416.98,0,3,Active,24,Asian,
1043,Lee Williamson,1982-09-15,Female,High School,2018-11-14,Finance,Financial Analyst,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,40590.96,4,3,Resigned,25,White British,
1044,Alexandra Scott,1972-04-27,Female,High School,2021-11-15,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,64640.72,0,9,Active,22,White British,
1045,Caroline Austin,1983-06-09,Female,High School,2022-09-20,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,47852.08,2,3,Active,24,USA-Other,
1046,Ing. Trudi Stoll B.Eng.,1982-04-11,Female,Master's,2019-01-20,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,44071.57,0,5,Active,24,Germany-Other,
1047,Dr Ronald Davies,1964-06-01,Male,Master's,2018-06-08,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,120803.42,0,3,Resigned,15,White British,
1048,Daksha Bains,1991-04-08,Female,Associate's,2019-11-18,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,46368.26,0,7,Active,24,Indo-Aryan,
1049,Darryl Barnes,1964-08-10,Male,High School,2018-06-24,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,122321.99,0,4,Active,15,White,
1050,Emily Allen,1995-08-27,Female,Bachelor's,2020-03-13,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,131812.91,3,9,Active,15,White,
1051,Michelle Byrne,1975-07-22,Female,Bachelor's,2019-01-11,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,55408.5,1,10,Active,24,Black British,
1052,Dr. Sofie Binner B.Sc.,1988-06-11,Female,High School,2020-11-27,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,82344.42,2,10,Active,20,Germany-Other,
1053,Matthew Griffin,1962-07-18,Male,Associate's,2022-04-29,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,49856.63,0,9,Active,24,White,
1054,Maya Aurora,1998-05-25,Male,High School,2021-02-24,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Part-time,71005.46,0,6,Active,22,Indo-Aryan,
1055,Richard Molina,1988-05-03,Male,Bachelor's,2022-05-09,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,32229.03,3,6,Resigned,25,Bengali,
1056,Alicia Bonbach,1977-05-29,Female,Bachelor's,2022-01-26,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,56844.42,3,5,Active,24,German,
1057,Annelore Freudenberger,2006-03-02,Male,Bachelor's,2022-06-11,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Remote,Part-time,31007.25,0,2,Active,25,German,
1058,Jörn Beyer B.Sc.,1972-11-25,Female,High School,2020-08-13,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,70751.78,1,8,Resigned,20,Germany-Other,
1059,Stjepan Klemm,1964-05-13,Male,Bachelor's,2021-06-18,Marketing,Content Strategist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,62434.63,3,5,Active,20,German,
1060,Diane Lewis,1988-03-28,Male,Master's,2020-01-01,Marketing,Content Strategist,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,97768.65,4,9,Active,18,White,
1061,Odika Chowdhury,1988-01-17,Male,Associate's,2018-09-17,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,84589.51,2,6,Active,20,Indo-Aryan,
1062,Justin Clark,1970-02-09,Female,Master's,2022-08-11,R&D,R&D Engineer,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,56378.18,4,5,Active,24,BD-Tribal,
1063,Gislinde Etzold,1976-08-25,Female,High School,2021-12-07,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,96177.64,3,10,Active,18,Germany-Other,
1064,Ekapad Thakkar,1978-11-03,Female,Bachelor's,2021-06-12,Marketing,Content Strategist,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,61640.72,4,2,Active,22,Indo-Aryan,
1065,Dominic Davies,1989-11-26,Female,Bachelor's,2021-04-09,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,97200.4,3,5,Active,18,White,
1066,Ms Carly Andrews,1974-02-16,Male,High School,2019-09-20,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,52736.36,0,6,Active,22,White British,
1067,Nicholas Moore,1978-10-27,Male,Associate's,2021-08-18,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,40057.79,1,4,Active,25,UK-Other,
1068,Univ.Prof. Ingeburg Kensy B.Sc.,1972-05-13,Male,High School,2018-12-11,Sales,Account Executive,Operational,Europe,Germany,52.52,13.405,Remote,Part-time,112879.54,3,1,Active,18,German,
1069,George Kennedy,1996-08-09,Male,Doctorate,2021-08-23,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,126295.84,2,7,Resigned,15,Hispanic,
1070,Isabella Lopez,1998-10-01,Male,Associate's,2022-07-18,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,52369.17,4,2,Resigned,22,White,
1071,Jochen Gude-Ditschlerin,2006-09-08,Female,Bachelor's,2018-10-17,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,112635.18,4,9,Active,18,Germany-Other,
1072,Mr. Zachary Poole PhD,1998-06-04,Female,High School,2022-01-09,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,72443.24,4,6,Active,22,BD-Tribal,
1073,Tom Dunn,1984-09-30,Female,Doctorate,2019-04-18,R&D,Research Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,52721.16,4,1,Resigned,24,Bengali,
1074,Viraj Mitra,1975-12-12,Male,Master's,2022-05-16,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,53016.92,3,3,Active,22,Dravidian,
1075,Ing. Wenke Seidel,1995-01-06,Female,Bachelor's,2020-03-03,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,112413.78,3,7,Active,18,German,
1076,Taylor Gregory,1993-07-06,Female,Master's,2022-05-13,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,66347.04,2,3,Active,22,Bengali,
1077,Andrea Walker,1985-11-08,Other,Bachelor's,2019-12-17,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,78120.02,1,4,Active,20,White,
1078,Vamakshi Sunder,1961-07-05,Male,Bachelor's,2020-01-02,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,40278.3,1,7,Active,22,Indo-Aryan,
1079,Jennifer Johnson,1982-11-22,Female,Doctorate,2022-12-15,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,52285.85,1,8,Active,22,Asian British,
1080,Waldemar Stroh-Mans,1995-01-07,Female,Doctorate,2022-04-06,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Part-time,76396.65,1,10,Active,20,German,
1081,Paula Kraus,1963-03-17,Female,Doctorate,2022-12-09,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,58966.32,1,9,Active,24,German,
1082,Catherine Humphreys,1972-08-14,Male,Master's,2019-06-21,Operations,Operations Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,33637.56,4,1,Active,25,White British,
1083,Kavya Apte,1979-08-03,Male,Doctorate,2019-09-20,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Part-time,44431.73,2,10,Active,22,Indo-Aryan,
1084,Lisa Williams,1959-01-17,Male,Bachelor's,2022-06-06,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,86345.43,4,5,Active,18,White,
1085,Rosie Jones,1977-12-24,Male,Bachelor's,2019-01-12,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,69847.8,3,5,Active,22,White British,
1086,Josef Meyer,1999-08-29,Male,Bachelor's,2019-02-09,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,117804.08,0,9,Active,18,Germany-Other,
1087,Amy Crawford,1981-01-05,Female,Bachelor's,2018-06-11,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,45645.87,1,10,Active,22,Bengali,
1088,Prof. Götz Ritter MBA.,1996-03-07,Male,Doctorate,2018-11-04,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,106925.92,2,7,Active,15,German,
1089,Craig Collins,1997-05-04,Female,Bachelor's,2022-07-22,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,55160.11,1,9,Active,24,White British,
1090,Maurice Smith,1982-11-11,Female,Doctorate,2021-06-28,Finance,Financial Analyst,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,120896.63,3,3,Active,15,Black British,
1091,Chakrika Shere,2003-04-23,Female,High School,2022-11-23,IT,IT Support Specialist,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,52373.97,2,4,Resigned,22,Indo-Aryan,
1092,Amaira Rattan,1996-11-10,Male,Master's,2021-01-30,Sales,Account Executive,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,81700.1,3,6,Active,18,Indo-Aryan,
1093,Michael Morris,1964-05-26,Male,Bachelor's,2018-10-01,Marketing,Content Strategist,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,124114.7,3,7,Active,15,Asian,
1094,Adrian Walsh,1964-09-10,Female,High School,2019-09-06,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,41548.23,2,6,Resigned,22,White British,
1095,Daksha Kunda,1969-06-15,Male,Master's,2021-02-25,IT,IT Support Specialist,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,76487.81,1,3,Active,22,Indo-Aryan,
1096,Lila Seth,2000-09-20,Female,High School,2018-05-01,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Remote,Part-time,114143.34,4,3,Active,18,Dravidian,
1097,Ferdinand Nerger,1987-02-12,Male,Bachelor's,2019-10-17,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,87192.04,1,5,Active,20,German,
1098,Maanas Sarma,1967-06-15,Other,Doctorate,2018-09-05,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,45171.96,2,7,Active,24,Indo-Aryan,
1099,Mr. Kenneth Wright DVM,1975-02-12,Female,Bachelor's,2022-07-24,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,54578.45,3,10,Active,22,Asian,
1100,Tracey Miranda,1982-07-30,Female,Master's,2022-06-10,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,60015.13,4,3,Active,22,Hispanic,
1101,Melvin Copeland,1987-04-10,Female,Bachelor's,2018-03-15,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,79482.44,4,9,Resigned,22,White,
1102,Allison Baker,1990-06-13,Male,Bachelor's,2019-11-29,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,113233.77,0,3,Active,18,White,
1103,Varsha Goyal,2004-10-11,Male,Doctorate,2018-07-03,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,121132.81,2,4,Active,15,Indo-Aryan,
1104,Hülya Gorlitz,1973-04-16,Female,High School,2020-12-28,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,56242.05,3,5,Active,22,Germany-Other,
1105,Bettina Davids,1981-08-15,Male,Bachelor's,2018-11-08,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,77013.68,4,2,Active,22,German,
1106,Graham Saunders-Richards,2002-02-04,Female,Associate's,2018-01-19,Marketing,Marketing Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Part-time,46443.46,0,5,Active,24,Asian British,
1107,Jackson Ratti,1964-12-15,Male,Associate's,2021-03-25,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,41313.65,0,6,Active,22,Indo-Aryan,
1108,Courtney Sims,1997-01-20,Male,Doctorate,2018-03-27,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,119207.2,3,7,Active,15,Bengali,
1109,Pamela Smith,1998-12-04,Male,Bachelor's,2019-09-14,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,113615.32,1,8,Active,18,Bengali,
1110,Ben Nelson,1994-05-05,Female,Doctorate,2020-10-22,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,75406.72,2,2,Active,20,White British,
1111,Edhitha Mallick,1975-07-09,Female,High School,2018-02-04,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,46397.63,0,9,Active,25,Indo-Aryan,
1112,Misty Williams,1965-09-24,Female,Master's,2018-03-01,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,113447.3,3,9,Active,18,White,
1113,Andrew Garza,1983-08-29,Male,Doctorate,2021-06-18,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,43224.32,4,10,Active,24,White,
1114,Tracy Jones,1966-08-10,Male,Associate's,2021-07-01,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,74647.68,3,4,Active,22,Bengali,
1115,Ms Josephine Ward,1995-07-23,Female,Bachelor's,2020-05-04,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,48225.91,1,9,Active,22,White British,
1116,David Miller,1966-04-12,Male,Doctorate,2021-12-07,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,86844.99,1,2,Active,18,Hispanic,
1117,Miss Teresa Miller MD,2002-01-27,Male,Associate's,2019-05-10,R&D,Research Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,52568.64,3,5,Active,22,Bengali,
1118,Kristina Brown,2001-06-16,Male,Master's,2020-03-09,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,55488.87,0,2,Active,22,Bengali,
1119,Aline Schwital,2000-04-13,Female,Master's,2018-01-24,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,64577.13,0,5,Resigned,20,Turkish,
1120,Isolde Junitz B.A.,2005-10-19,Male,Master's,2021-07-01,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,42894.93,0,6,Active,24,Turkish,
1121,Alexander Hansen DVM,1985-01-13,Female,Master's,2019-05-17,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,146414.9,4,4,Active,15,White,
1122,Craig Taylor,2001-10-08,Male,Doctorate,2022-11-19,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,116315.55,3,3,Resigned,18,Bengali,
1123,Kristine Bishop,1994-05-22,Male,Master's,2020-04-25,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,51615.29,4,5,Active,22,White,
1124,Nicole James,1999-06-06,Female,Master's,2021-06-11,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,55611.68,4,3,Active,24,Bengali,
1125,Brittney Hernandez,2003-05-05,Female,High School,2022-06-18,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,123174.63,0,2,Active,15,Hispanic,
1126,Gunar Kroker,2000-06-11,Female,High School,2019-06-10,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Remote,Part-time,58075.13,1,4,Active,22,German,
1127,Ekavir Deo,2001-02-10,Female,Associate's,2022-10-30,R&D,R&D Engineer,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,47254.33,3,7,Resigned,24,Indo-Aryan,
1128,Tracy Reyes,1983-09-17,Female,High School,2020-12-05,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,62565.58,2,1,Active,22,Bengali,
1129,Darpan Ben,1984-07-03,Male,Master's,2020-08-16,IT,Data Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,67025.21,0,3,Resigned,22,Dravidian,
1130,Gaurangi Choudhry,1982-01-09,Male,High School,2019-07-10,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,64365.52,3,7,Active,22,Indo-Aryan,
1131,Eric Brown,1989-04-26,Male,Associate's,2022-09-25,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,58999.91,2,3,Active,24,Bengali,
1132,Scott Lynch,1967-05-06,Male,Associate's,2021-01-09,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,74844.13,4,5,Resigned,22,White,
1133,Ria Sarin,1997-09-17,Female,High School,2019-06-10,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,44204.36,2,3,Active,22,Indo-Aryan,
1134,Richard Wagner,1974-01-19,Female,Associate's,2019-02-23,HR,HR Manager,Senior,North America,USA,37.7749,-122.4194,Remote,Full-time,47511.15,2,3,Active,22,White,
1135,Shaun Simmons,1981-06-28,Female,High School,2021-10-08,Sales,Account Executive,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,84991.96,2,6,Resigned,18,Asian British,
1136,Janice Jacobson,1999-12-14,Male,Bachelor's,2018-08-02,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,53363.77,2,1,Active,22,Hispanic,
1137,Anne Johann-Aumann,1998-01-07,Male,Doctorate,2019-09-07,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,50353.27,4,5,Active,22,German,
1138,Debra Williams,2006-05-07,Female,Master's,2021-10-24,Finance,Financial Analyst,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,60158.13,4,1,Active,22,White British,
1139,Jamie Mcgee,1991-03-01,Other,Bachelor's,2018-07-07,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,80930.35,4,3,Active,20,Bengali,
1140,Melissa Hernandez,1977-10-15,Female,Doctorate,2020-10-05,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,106442.27,0,5,Resigned,18,Asian,
